Variant,Age,Sex,Year,Population projection by age and sex 2026-2075
Low variant L1,60 years,Males,2039,2733
Low variant L1,60 years,Males,2040,2930
Low variant L1,60 years,Males,2041,2997
Low variant L1,60 years,Males,2042,2927
Low variant L1,60 years,Males,2043,3086
Low variant L1,60 years,Males,2044,3085
Low variant L1,60 years,Males,2045,3131
Low variant L1,60 years,Males,2046,3065
Low variant L1,60 years,Males,2047,3206
Low variant L1,60 years,Males,2048,3451
Low variant L1,60 years,Males,2049,3807
Low variant L1,60 years,Males,2050,3856
Low variant L1,60 years,Males,2051,4233
Low variant L1,60 years,Males,2052,4236
Low variant L1,60 years,Males,2053,4406
Low variant L1,60 years,Males,2054,4537
Low variant L1,60 years,Males,2055,4571
Low variant L1,60 years,Males,2056,4439
Low variant L1,60 years,Males,2057,4501
Low variant L1,60 years,Males,2058,4438
Low variant L1,60 years,Males,2059,4428
Low variant L1,60 years,Males,2060,4235
Low variant L1,60 years,Males,2061,4351
Low variant L1,60 years,Males,2062,4152
Low variant L1,60 years,Males,2063,4073
Low variant L1,60 years,Males,2064,3964
Low variant L1,60 years,Males,2065,3950
Low variant L1,60 years,Males,2066,3831
Low variant L1,60 years,Males,2067,3757
Low variant L1,60 years,Males,2068,3772
Low variant L1,60 years,Males,2069,3901
Low variant L1,60 years,Males,2070,3955
Low variant L1,60 years,Males,2071,3897
Low variant L1,60 years,Males,2072,3734
Low variant L1,60 years,Males,2073,3671
Low variant L1,60 years,Males,2074,3464
Low variant L1,60 years,Females,2026,2098
Low variant L1,60 years,Females,2027,2191
Low variant L1,60 years,Females,2028,2092
Low variant L1,60 years,Females,2029,1944
Low variant L1,60 years,Females,2030,2057
Low variant L1,60 years,Females,2031,1958
Low variant L1,60 years,Females,2032,2064
Low variant L1,60 years,Females,2033,2361
Low variant L1,60 years,Females,2034,2323
Low variant L1,60 years,Females,2035,2184
Low variant L1,60 years,Females,2036,2294
Low variant L1,60 years,Females,2037,2276
Low variant L1,60 years,Females,2038,2271
Low variant L1,60 years,Females,2039,2388
Low variant L1,60 years,Females,2040,2570
Low variant L1,60 years,Females,2041,2615
Low variant L1,60 years,Females,2042,2549
Low variant L1,60 years,Females,2043,2585
Low variant L1,60 years,Females,2044,2657
Low variant L1,60 years,Females,2045,2641
Low variant L1,60 years,Females,2046,2638
Low variant L1,60 years,Females,2047,2624
Low variant L1,60 years,Females,2048,2680
Low variant L1,60 years,Females,2049,2966
Low variant L1,60 years,Females,2050,3087
Low variant L1,60 years,Females,2051,3288
Low variant L1,60 years,Females,2052,3169
Low variant L1,60 years,Females,2053,3308
Low variant L1,60 years,Females,2054,3534
Low variant L1,60 years,Females,2055,3483
Low variant L1,60 years,Females,2056,3419
Low variant L1,60 years,Females,2057,3481
Low variant L1,60 years,Females,2058,3539
Low variant L1,60 years,Females,2059,3562
Low variant L1,60 years,Females,2060,3611
Low variant L1,60 years,Females,2061,3575
Low variant L1,60 years,Females,2062,3390
Low variant L1,60 years,Females,2063,3414
Low variant L1,60 years,Females,2064,3377
Low variant L1,60 years,Females,2065,3320
Low variant L1,60 years,Females,2066,3164
Low variant L1,60 years,Females,2067,3182
Low variant L1,60 years,Females,2068,3174
Low variant L1,60 years,Females,2069,3317
Low variant L1,60 years,Females,2070,3373
Low variant L1,60 years,Females,2071,3363
Low variant L1,60 years,Females,2072,3163
Low variant L1,60 years,Females,2073,3232
Low variant L1,60 years,Females,2074,3102
Low variant L1,61 years,Total,2026,4227
Low variant L1,61 years,Total,2027,4217
Low variant L1,61 years,Total,2028,4327
Low variant L1,61 years,Total,2029,4123
Low variant L1,61 years,Total,2030,4007
Low variant L1,61 years,Total,2031,4096
Low variant L1,61 years,Total,2032,4036
Low variant L1,61 years,Total,2033,4302
Low variant L1,61 years,Total,2034,4748
Low variant L1,61 years,Total,2035,4834
Low variant L1,61 years,Total,2036,4617
Low variant L1,61 years,Total,2037,4826
Low variant L1,61 years,Total,2038,4927
Low variant L1,61 years,Total,2039,4833
Low variant L1,61 years,Total,2040,5090
Low variant L1,61 years,Total,2041,5468
Low variant L1,61 years,Total,2042,5582
Low variant L1,61 years,Total,2043,5447
Low variant L1,61 years,Total,2044,5638
Low variant L1,61 years,Total,2045,5709
Low variant L1,61 years,Total,2046,5741
Low variant L1,61 years,Total,2047,5670
Low variant L1,61 years,Total,2048,5805
Low variant L1,61 years,Total,2049,6106
Low variant L1,61 years,Total,2050,6745
Low variant L1,61 years,Total,2051,6916
Low variant L1,61 years,Total,2052,7491
Low variant L1,61 years,Total,2053,7378
Low variant L1,61 years,Total,2054,7685
Low variant L1,61 years,Total,2055,8042
Low variant L1,61 years,Total,2056,8025
Low variant L1,61 years,Total,2057,7829
Low variant L1,61 years,Total,2058,7954
Low variant L1,61 years,Total,2059,7950
Low variant L1,61 years,Total,2060,7964
Low variant L1,61 years,Total,2061,7822
Low variant L1,61 years,Total,2062,7903
Low variant L1,61 years,Total,2063,7519
Low variant L1,61 years,Total,2064,7451
Low variant L1,61 years,Total,2065,7306
Low variant L1,61 years,Total,2066,7236
Low variant L1,61 years,Total,2067,6970
Low variant L1,61 years,Total,2068,6909
Low variant L1,61 years,Total,2069,6923
Low variant L1,61 years,Total,2070,7193
Low variant L1,61 years,Total,2071,7303
Low variant L1,61 years,Total,2072,7237
Low variant L1,61 years,Total,2073,6875
Low variant L1,61 years,Total,2074,6882
Low variant L1,61 years,Males,2026,2041
Low variant L1,61 years,Males,2027,2123
Low variant L1,61 years,Males,2028,2140
Low variant L1,61 years,Males,2029,2034
Low variant L1,61 years,Males,2030,2065
Low variant L1,61 years,Males,2031,2043
Low variant L1,61 years,Males,2032,2082
Low variant L1,61 years,Males,2033,2244
Low variant L1,61 years,Males,2034,2394
Low variant L1,61 years,Males,2035,2518
Low variant L1,61 years,Males,2036,2439
Low variant L1,61 years,Males,2037,2539
Low variant L1,61 years,Males,2038,2666
Low variant L1,61 years,Males,2039,2578
Low variant L1,61 years,Males,2040,2719
Low variant L1,61 years,Males,2041,2915
Low variant L1,61 years,Males,2042,2983
Low variant L1,61 years,Males,2043,2914
Low variant L1,61 years,Males,2044,3069
Low variant L1,61 years,Males,2045,3068
Low variant L1,61 years,Males,2046,3115
Low variant L1,61 years,Males,2047,3047
Low variant L1,61 years,Males,2048,3193
Low variant L1,61 years,Males,2049,3438
Low variant L1,61 years,Males,2050,3793
Low variant L1,61 years,Males,2051,3842
Low variant L1,61 years,Males,2052,4217
Low variant L1,61 years,Males,2053,4221
Low variant L1,61 years,Males,2054,4390
Low variant L1,61 years,Males,2055,4520
Low variant L1,61 years,Males,2056,4555
Low variant L1,61 years,Males,2057,4423
Low variant L1,61 years,Males,2058,4484
Low variant L1,61 years,Males,2059,4422
Low variant L1,61 years,Males,2060,4413
Low variant L1,61 years,Males,2061,4221
Low variant L1,61 years,Males,2062,4337
Low variant L1,61 years,Males,2063,4138
Low variant L1,61 years,Males,2064,4046
Low variant L1,61 years,Males,2065,3938
Low variant L1,61 years,Males,2066,3924
Low variant L1,61 years,Males,2067,3813
Low variant L1,61 years,Males,2068,3740
Low variant L1,61 years,Males,2069,3756
Low variant L1,61 years,Males,2070,3884
Low variant L1,61 years,Males,2071,3938
Low variant L1,61 years,Males,2072,3882
Low variant L1,61 years,Males,2073,3719
Low variant L1,61 years,Males,2074,3657
Low variant L1,61 years,Females,2026,2186
Low variant L1,61 years,Females,2027,2094
Low variant L1,61 years,Females,2028,2187
Low variant L1,61 years,Females,2029,2089
Low variant L1,61 years,Females,2030,1942
Low variant L1,61 years,Females,2031,2053
Low variant L1,61 years,Females,2032,1954
Low variant L1,61 years,Females,2033,2058
Low variant L1,61 years,Females,2034,2354
Low variant L1,61 years,Females,2035,2316
Low variant L1,61 years,Females,2036,2178
Low variant L1,61 years,Females,2037,2287
Low variant L1,61 years,Females,2038,2261
Low variant L1,61 years,Females,2039,2255
Low variant L1,61 years,Females,2040,2371
Low variant L1,61 years,Females,2041,2553
Low variant L1,61 years,Females,2042,2599
Low variant L1,61 years,Females,2043,2533
Low variant L1,61 years,Females,2044,2569
Low variant L1,61 years,Females,2045,2641
Low variant L1,61 years,Females,2046,2626
Low variant L1,61 years,Females,2047,2623
Low variant L1,61 years,Females,2048,2612
Low variant L1,61 years,Females,2049,2668
Low variant L1,61 years,Females,2050,2952
Low variant L1,61 years,Females,2051,3074
Low variant L1,61 years,Females,2052,3274
Low variant L1,61 years,Females,2053,3157
Low variant L1,61 years,Females,2054,3295
Low variant L1,61 years,Females,2055,3522
Low variant L1,61 years,Females,2056,3470
Low variant L1,61 years,Females,2057,3406
Low variant L1,61 years,Females,2058,3470
Low variant L1,61 years,Females,2059,3528
Low variant L1,61 years,Females,2060,3551
Low variant L1,61 years,Females,2061,3601
Low variant L1,61 years,Females,2062,3566
Low variant L1,61 years,Females,2063,3381
Low variant L1,61 years,Females,2064,3405
Low variant L1,61 years,Females,2065,3368
Low variant L1,61 years,Females,2066,3312
Low variant L1,61 years,Females,2067,3157
Low variant L1,61 years,Females,2068,3169
Low variant L1,61 years,Females,2069,3167
Low variant L1,61 years,Females,2070,3309
Low variant L1,61 years,Females,2071,3365
Low variant L1,61 years,Females,2072,3355
Low variant L1,61 years,Females,2073,3156
Low variant L1,61 years,Females,2074,3225
Low variant L1,62 years,Total,2026,4206
Low variant L1,62 years,Total,2027,4202
Low variant L1,62 years,Total,2028,4186
Low variant L1,62 years,Total,2029,4294
Low variant L1,62 years,Total,2030,4092
Low variant L1,62 years,Total,2031,3977
Low variant L1,62 years,Total,2032,4068
Low variant L1,62 years,Total,2033,4008
Low variant L1,62 years,Total,2034,4275
Low variant L1,62 years,Total,2035,4719
Low variant L1,62 years,Total,2036,4805
Low variant L1,62 years,Total,2037,4589
Low variant L1,62 years,Total,2038,4797
Low variant L1,62 years,Total,2039,4898
Low variant L1,62 years,Total,2040,4804
Low variant L1,62 years,Total,2041,5062
Low variant L1,62 years,Total,2042,5439
Low variant L1,62 years,Total,2043,5553
Low variant L1,62 years,Total,2044,5420
Low variant L1,62 years,Total,2045,5612
Low variant L1,62 years,Total,2046,5687
Low variant L1,62 years,Total,2047,5719
Low variant L1,62 years,Total,2048,5649
Low variant L1,62 years,Total,2049,5784
Low variant L1,62 years,Total,2050,6085
Low variant L1,62 years,Total,2051,6722
Low variant L1,62 years,Total,2052,6893
Low variant L1,62 years,Total,2053,7465
Low variant L1,62 years,Total,2054,7352
Low variant L1,62 years,Total,2055,7653
Low variant L1,62 years,Total,2056,8009
Low variant L1,62 years,Total,2057,7993
Low variant L1,62 years,Total,2058,7800
Low variant L1,62 years,Total,2059,7925
Low variant L1,62 years,Total,2060,7921
Low variant L1,62 years,Total,2061,7937
Low variant L1,62 years,Total,2062,7795
Low variant L1,62 years,Total,2063,7875
Low variant L1,62 years,Total,2064,7493
Low variant L1,62 years,Total,2065,7409
Low variant L1,62 years,Total,2066,7264
Low variant L1,62 years,Total,2067,7208
Low variant L1,62 years,Total,2068,6944
Low variant L1,62 years,Total,2069,6884
Low variant L1,62 years,Total,2070,6898
Low variant L1,62 years,Total,2071,7166
Low variant L1,62 years,Total,2072,7276
Low variant L1,62 years,Total,2073,7215
Low variant L1,62 years,Total,2074,6853
Low variant L1,62 years,Males,2026,2083
Low variant L1,62 years,Males,2027,2023
Low variant L1,62 years,Males,2028,2105
Low variant L1,62 years,Males,2029,2121
Low variant L1,62 years,Males,2030,2016
Low variant L1,62 years,Males,2031,2048
Low variant L1,62 years,Males,2032,2027
Low variant L1,62 years,Males,2033,2066
Low variant L1,62 years,Males,2034,2228
Low variant L1,62 years,Males,2035,2377
Low variant L1,62 years,Males,2036,2501
Low variant L1,62 years,Males,2037,2421
Low variant L1,62 years,Males,2038,2521
Low variant L1,62 years,Males,2039,2648
Low variant L1,62 years,Males,2040,2561
Low variant L1,62 years,Males,2041,2702
Low variant L1,62 years,Males,2042,2898
Low variant L1,62 years,Males,2043,2966
Low variant L1,62 years,Males,2044,2897
Low variant L1,62 years,Males,2045,3053
Low variant L1,62 years,Males,2046,3052
Low variant L1,62 years,Males,2047,3099
Low variant L1,62 years,Males,2048,3032
Low variant L1,62 years,Males,2049,3178
Low variant L1,62 years,Males,2050,3423
Low variant L1,62 years,Males,2051,3777
Low variant L1,62 years,Males,2052,3826
Low variant L1,62 years,Males,2053,4199
Low variant L1,62 years,Males,2054,4203
Low variant L1,62 years,Males,2055,4371
Low variant L1,62 years,Males,2056,4501
Low variant L1,62 years,Males,2057,4536
Low variant L1,62 years,Males,2058,4405
Low variant L1,62 years,Males,2059,4466
Low variant L1,62 years,Males,2060,4404
Low variant L1,62 years,Males,2061,4397
Low variant L1,62 years,Males,2062,4205
Low variant L1,62 years,Males,2063,4320
Low variant L1,62 years,Males,2064,4122
Low variant L1,62 years,Males,2065,4013
Low variant L1,62 years,Males,2066,3906
Low variant L1,62 years,Males,2067,3906
Low variant L1,62 years,Males,2068,3796
Low variant L1,62 years,Males,2069,3724
Low variant L1,62 years,Males,2070,3740
Low variant L1,62 years,Males,2071,3866
Low variant L1,62 years,Males,2072,3920
Low variant L1,62 years,Males,2073,3868
Low variant L1,62 years,Males,2074,3705
Low variant L1,62 years,Females,2026,2123
Low variant L1,62 years,Females,2027,2179
Low variant L1,62 years,Females,2028,2081
Low variant L1,62 years,Females,2029,2173
Low variant L1,62 years,Females,2030,2076
Low variant L1,62 years,Females,2031,1929
Low variant L1,62 years,Females,2032,2041
Low variant L1,62 years,Females,2033,1942
Low variant L1,62 years,Females,2034,2047
Low variant L1,62 years,Females,2035,2342
Low variant L1,62 years,Females,2036,2304
Low variant L1,62 years,Females,2037,2168
Low variant L1,62 years,Females,2038,2276
Low variant L1,62 years,Females,2039,2250
Low variant L1,62 years,Females,2040,2243
Low variant L1,62 years,Females,2041,2360
Low variant L1,62 years,Females,2042,2541
Low variant L1,62 years,Females,2043,2587
Low variant L1,62 years,Females,2044,2523
Low variant L1,62 years,Females,2045,2559
Low variant L1,62 years,Females,2046,2635
Low variant L1,62 years,Females,2047,2620
Low variant L1,62 years,Females,2048,2617
Low variant L1,62 years,Females,2049,2606
Low variant L1,62 years,Females,2050,2662
Low variant L1,62 years,Females,2051,2945
Low variant L1,62 years,Females,2052,3067
Low variant L1,62 years,Females,2053,3266
Low variant L1,62 years,Females,2054,3149
Low variant L1,62 years,Females,2055,3282
Low variant L1,62 years,Females,2056,3508
Low variant L1,62 years,Females,2057,3457
Low variant L1,62 years,Females,2058,3395
Low variant L1,62 years,Females,2059,3459
Low variant L1,62 years,Females,2060,3517
Low variant L1,62 years,Females,2061,3540
Low variant L1,62 years,Females,2062,3590
Low variant L1,62 years,Females,2063,3555
Low variant L1,62 years,Females,2064,3371
Low variant L1,62 years,Females,2065,3396
Low variant L1,62 years,Females,2066,3358
Low variant L1,62 years,Females,2067,3302
Low variant L1,62 years,Females,2068,3148
Low variant L1,62 years,Females,2069,3160
Low variant L1,62 years,Females,2070,3158
Low variant L1,62 years,Females,2071,3300
Low variant L1,62 years,Females,2072,3356
Low variant L1,62 years,Females,2073,3347
Low variant L1,62 years,Females,2074,3148
Low variant L1,63 years,Total,2026,4089
Low variant L1,63 years,Total,2027,4178
Low variant L1,63 years,Total,2028,4174
Low variant L1,63 years,Total,2029,4159
Low variant L1,63 years,Total,2030,4267
Low variant L1,63 years,Total,2031,4067
Low variant L1,63 years,Total,2032,3953
Low variant L1,63 years,Total,2033,4046
Low variant L1,63 years,Total,2034,3982
Low variant L1,63 years,Total,2035,4256
Low variant L1,63 years,Total,2036,4696
Low variant L1,63 years,Total,2037,4782
Low variant L1,63 years,Total,2038,4566
Low variant L1,63 years,Total,2039,4774
Low variant L1,63 years,Total,2040,4862
Low variant L1,63 years,Total,2041,4770
Low variant L1,63 years,Total,2042,5029
Low variant L1,63 years,Total,2043,5403
Low variant L1,63 years,Total,2044,5518
Low variant L1,63 years,Total,2045,5386
Low variant L1,63 years,Total,2046,5579
Low variant L1,63 years,Total,2047,5655
Low variant L1,63 years,Total,2048,5695
Low variant L1,63 years,Total,2049,5627
Low variant L1,63 years,Total,2050,5758
Low variant L1,63 years,Total,2051,6057
Low variant L1,63 years,Total,2052,6691
Low variant L1,63 years,Total,2053,6862
Low variant L1,63 years,Total,2054,7430
